nppes_provider_state,beneficiary_age_less_65_total,beneficiary_age_65_74_total,beneficiary_age_75_84_total,beneficiary_age_greater_84_total,beneficiary_female_total,beneficiary_male_total,beneficiary_race_white_total,beneficiary_race_black_total,beneficiary_race_api_total,beneficiary_race_hispanic_total,beneficiary_race_natind_total,beneficiary_race_other_total,beneficiary_nondual_total,beneficiary_dual_total,beneficiary_cc_afib_total,beneficiary_cc_alzrdsd_total,beneficiary_cc_asthma_total,beneficiary_cc_cancer_total,beneficiary_cc_chf_total,beneficiary_cc_ckd_total,beneficiary_cc_copd_total,beneficiary_cc_depr_total,beneficiary_cc_diab_total,beneficiary_cc_hyperl_total,beneficiary_cc_hypert_total,beneficiary_cc_ihd_total,beneficiary_cc_ost_total,beneficiary_cc_raoa_total,beneficiary_cc_schiot_total,beneficiary_cc_strk_total
AK,75808.0,245964.0,136494.0,47582.0,302881.0,230602.0,362767.0,13953.0,16903.0,9917.0,41172.0,5765.0,358026.0,157258.0,63433.0,70228.0,38426.0,56335.0,109179.0,172970.0,93494.0,118838.0,163682.0,207348.0,333144.0,167645.0,34225.0,226547.0,14596.0,26065.0
AL,1306230.0,2659740.0,1837150.0,768976.0,3888074.0,2790094.0,5037070.0,856943.0,9805.0,30872.0,4347.0,24428.0,4875663.0,1620304.0,927750.0,1062611.0,584359.0,810637.0,1806590.0,2686982.0,1561854.0,1850899.0,2576524.0,3904511.0,4961439.0,2883091.0,564588.0,3464955.0,275508.0,522839.0
AR,692103.0,1588150.0,1149692.0,481065.0,2326193.0,1642129.0,3196763.0,257131.0,4688.0,26495.0,19677.0,12325.0,2974674.0,929135.0,590685.0,687488.0,283055.0,479108.0,1037853.0,1399872.0,885891.0,1128538.0,1344271.0,2012374.0,2852886.0,1795471.0,352086.0,1870898.0,151654.0,301538.0
AZ,643119.0,3613533.0,2434736.0,911481.0,4327972.0,3494778.0,6366195.0,159122.0,49228.0,476146.0,133365.0,86910.0,5938567.0,988006.0,1172330.0,1001142.0,711694.0,1085295.0,1593642.0,2920581.0,1398195.0,1858181.0,2429893.0,4420425.0,5318378.0,2990658.0,803229.0,3755736.0,151854.0,530235.0
CA,3949662.0,12127198.0,8826009.0,4551294.0,17213130.0,12952106.0,19850505.0,1524363.0,2501738.0,4048964.0,72843.0,459113.0,18622996.0,10121812.0,4356099.0,5172639.0,2879578.0,3832030.0,8060805.0,11840368.0,5732942.0,8077463.0,11259179.0,16480920.0,20764356.0,12166382.0,3464323.0,14027570.0,1592227.0,2292972.0
CO,692916.0,2310465.0,1411386.0,651278.0,2963009.0,2262475.0,4152902.0,154762.0,35694.0,323132.0,13611.0,60299.0,3828568.0,1043988.0,673353.0,740725.0,438197.0,623960.0,1093981.0,1755912.0,971710.0,1439328.0,1434513.0,2264687.0,3230790.0,1756625.0,490304.0,2415719.0,138140.0,298264.0
CT,706376.0,1859702.0,1543910.0,986148.0,3025680.0,2179144.0,4156752.0,323811.0,27146.0,230901.0,2000.0,71337.0,3537842.0,1570954.0,953743.0,987941.0,567363.0,748235.0,1380503.0,1950013.0,1067186.0,1620958.0,1752221.0,2842390.0,3703913.0,2046542.0,552740.0,2361405.0,280946.0,379799.0
DE,220659.0,734766.0,500510.0,216299.0,979520.0,716348.0,1329005.0,227159.0,8467.0,21024.0,374.0,19991.0,1317904.0,339851.0,288405.0,261874.0,154479.0,227691.0,382763.0,652001.0,334087.0,494961.0,641694.0,1116697.0,1229360.0,717789.0,140446.0,820417.0,51110.0,162423.0
FL,3374129.0,11440198.0,9410309.0,4878379.0,16717155.0,12903730.0,23427655.0,1978679.0,86879.0,2082571.0,13319.0,276805.0,22164849.0,5881062.0,5247892.0,5861783.0,2613553.0,4383030.0,8028542.0,12497159.0,7137749.0,8893416.0,11221496.0,19158841.0,21578837.0,14786186.0,3318516.0,15146914.0,1366606.0,2687128.0
GA,1835284.0,4584881.0,3060735.0,1287477.0,6337678.0,4647959.0,8026875.0,1741476.0,62779.0,120519.0,4532.0,66817.0,8028148.0,2523876.0,1539422.0,1773748.0,922448.0,1404043.0,2876162.0,4567299.0,2360419.0,2965963.0,4167952.0,6478778.0,8023737.0,4456078.0,852318.0,5253140.0,407618.0,856328.0
HI,85379.0,389208.0,252782.0,141230.0,504825.0,402370.0,324186.0,9186.0,394883.0,29086.0,681.0,83553.0,644147.0,140689.0,107275.0,146646.0,87687.0,114374.0,190576.0,355911.0,122896.0,151627.0,334169.0,547073.0,646241.0,300177.0,115507.0,317118.0,21926.0,60995.0
IA,522108.0,1574516.0,1114088.0,582941.0,2249200.0,1627441.0,3026302.0,65133.0,5291.0,25678.0,4902.0,24756.0,2977034.0,756299.0,593273.0,483345.0,281407.0,448328.0,879561.0,1302187.0,764076.0,1104304.0,1220543.0,2042659.0,2614242.0,1409527.0,331432.0,1620662.0,115130.0,200562.0
ID,222380.0,770694.0,539309.0,219807.0,1020374.0,779001.0,1452015.0,9727.0,15026.0,44370.0,8758.0,18017.0,1407064.0,335541.0,219369.0,201133.0,138189.0,193369.0,333780.0,531876.0,276131.0,475742.0,515787.0,748875.0,1100770.0,533637.0,149791.0,800945.0,41996.0,74459.0
IL,2259965.0,6220948.0,4706309.0,2551236.0,9298067.0,6730595.0,11878006.0,1689168.0,229758.0,666672.0,6665.0,137614.0,11512719.0,3889567.0,2760457.0,2958352.0,1492691.0,2241831.0,4752483.0,6581897.0,3623850.0,4587950.0,5997674.0,8956260.0,11486107.0,6873149.0,1595032.0,8151657.0,727415.0,1347282.0
IN,1488619.0,3405985.0,2364745.0,1163117.0,5006216.0,3564973.0,6759970.0,531297.0,10109.0,78984.0,1886.0,54561.0,6197927.0,2154577.0,1317896.0,1445484.0,808200.0,1074448.0,2377839.0,3476790.0,2201382.0,2770940.0,3230459.0,4807658.0,6160694.0,3677092.0,801550.0,4271347.0,389503.0,622843.0
KS,642855.0,1762298.0,1224833.0,619132.0,2503644.0,1828355.0,3559418.0,195296.0,14104.0,84824.0,11315.0,30830.0,3338540.0,752618.0,644520.0,657201.0,335742.0,535066.0,992908.0,1538333.0,888220.0,1282790.0,1453036.0,2238805.0,2996226.0,1683964.0,383916.0,1939948.0,163953.0,252915.0
KY,1290980.0,2344308.0,1531476.0,698055.0,3456180.0,2530840.0,4622962.0,240720.0,3860.0,20149.0,2183.0,23486.0,4114361.0,1740405.0,940460.0,958294.0,517992.0,706267.0,1722273.0,2427901.0,1764286.0,1959346.0,2339604.0,3557683.0,4390008.0,2693827.0,487660.0,3113464.0,239942.0,424158.0
LA,1067752.0,2142212.0,1375358.0,614045.0,3075163.0,2241743.0,3672686.0,1072287.0,9717.0,61505.0,1840.0,18843.0,3473854.0,1741894.0,737906.0,975375.0,396756.0,631513.0,1526752.0,2211774.0,1202422.0,1539649.0,2128181.0,3016723.0,3943876.0,2489014.0,460450.0,2709636.0,307076.0,472471.0
MA,1980308.0,4303447.0,3146090.0,1761420.0,6513625.0,4877298.0,9273812.0,429788.0,80962.0,473091.0,2882.0,183162.0,7945262.0,3245311.0,1921003.0,1962790.0,1258374.0,1599423.0,2760759.0,4274559.0,2221239.0,3858282.0,3587221.0,5827234.0,7871245.0,4300059.0,1187081.0,4961810.0,622531.0,800992.0
MD,1247633.0,3683924.0,2732407.0,1529277.0,5552547.0,3816070.0,6513660.0,1816225.0,166444.0,145005.0,3359.0,108642.0,6894846.0,2104398.0,1465668.0,1950328.0,904131.0,1317823.0,2431928.0,3763477.0,1912814.0,2856362.0,3632463.0,5397164.0,6761463.0,3964470.0,871046.0,4630873.0,432485.0,882600.0
ME,379659.0,632629.0,511896.0,275673.0,1056308.0,780858.0,1268325.0,7645.0,3396.0,6101.0,3367.0,13162.0,1119709.0,699655.0,293973.0,263767.0,163228.0,212694.0,425651.0,634480.0,423809.0,654372.0,587837.0,923928.0,1216919.0,668091.0,152410.0,786066.0,73829.0,100345.0
MI,2537957.0,4868656.0,3430550.0,1921888.0,7520750.0,5491055.0,9525193.0,1708650.0,60260.0,158157.0,21301.0,120749.0,9067183.0,3520869.0,2126598.0,2717026.0,1385692.0,1713955.0,4157854.0,5736769.0,3569697.0,4348984.0,5209523.0,7375474.0,9385160.0,6100596.0,1138405.0,6826056.0,724413.0,1149025.0
MN,997896.0,1550934.0,1150680.0,633222.0,2527217.0,2017010.0,3173786.0,165925.0,27722.0,35035.0,23739.0,34601.0,3121776.0,1182591.0,655877.0,597956.0,394594.0,526234.0,1029675.0,1657976.0,738536.0,1491835.0,1328889.0,1999393.0,2877639.0,1583247.0,349725.0,1835756.0,200564.0,231650.0
MO,1453970.0,3083417.0,2171523.0,1058003.0,4550146.0,3344277.0,6165027.0,521501.0,15443.0,49056.0,13066.0,41916.0,5745810.0,1822932.0,1251978.0,1374884.0,686841.0,1051823.0,2193937.0,3192563.0,1957667.0,2611271.0,2858370.0,4284904.0,5632750.0,3349907.0,730773.0,3997888.0,375897.0,587684.0
MS,878564.0,1671555.0,1108746.0,464323.0,2462684.0,1719142.0,2896861.0,774277.0,2890.0,11155.0,5977.0,7219.0,2768296.0,1371468.0,541012.0,682699.0,314715.0,489529.0,1127784.0,1600153.0,931810.0,1172866.0,1648940.0,2205191.0,3086517.0,1811464.0,335786.0,2217695.0,202911.0,331792.0
MT,133703.0,499183.0,329926.0,141537.0,633731.0,505673.0,896717.0,2900.0,952.0,7245.0,28757.0,8485.0,883125.0,203628.0,144479.0,125535.0,80297.0,133952.0,223962.0,322022.0,204312.0,304539.0,300669.0,437079.0,680198.0,360359.0,104990.0,481315.0,23545.0,45712.0
NC,2709183.0,6366666.0,4078975.0,1801917.0,8859130.0,6353316.0,11307495.0,2322824.0,65723.0,154568.0,50097.0,125134.0,11029477.0,3750895.0,2099745.0,2304957.0,1347826.0,1876112.0,3644699.0,5864292.0,3220292.0,4449740.0,5713653.0,8297353.0,10889096.0,5688664.0,1295983.0,7228673.0,604215.0,1063633.0
ND,143339.0,389861.0,276217.0,154818.0,565360.0,423800.0,750025.0,6218.0,993.0,5636.0,24669.0,5223.0,749159.0,195531.0,129611.0,122806.0,73428.0,120130.0,239421.0,356685.0,189322.0,292024.0,308777.0,490849.0,656459.0,379782.0,103589.0,427246.0,28166.0,45961.0
NE,319673.0,1085673.0,765103.0,398519.0,1519176.0,1112640.0,2140187.0,61907.0,4180.0,33938.0,4936.0,21874.0,2050827.0,461386.0,442954.0,387864.0,184087.0,339442.0,631345.0,920725.0,546335.0,729217.0,819463.0,1302461.0,1787202.0,981107.0,246620.0,1246438.0,81337.0,142658.0
NH,328351.0,805714.0,579734.0,286947.0,1177554.0,865430.0,1573090.0,10121.0,1917.0,13445.0,485.0,17760.0,1568075.0,402395.0,332476.0,282257.0,187858.0,253390.0,427748.0,655478.0,402525.0,640559.0,612004.0,1017205.0,1327412.0,702248.0,176185.0,910620.0,70777.0,120099.0
NJ,1768214.0,5620256.0,4324941.0,2481481.0,8394894.0,5992841.0,10840162.0,1354680.0,353597.0,908857.0,3735.0,214742.0,10741745.0,2841107.0,2467834.0,2667258.0,1374146.0,2092377.0,3957631.0,5610859.0,2926496.0,3809592.0,5976101.0,8872017.0,10448076.0,6753859.0,1394336.0,6912673.0,611436.0,1361448.0
NM,273080.0,733864.0,473420.0,202460.0,989630.0,741658.0,1067188.0,24871.0,6250.0,360496.0,95577.0,11570.0,1198830.0,488937.0,178576.0,237851.0,148149.0,177100.0,360819.0,599352.0,286719.0,471994.0,604219.0,849742.0,1125312.0,593957.0,173768.0,784222.0,48672.0,91961.0
NV,440471.0,1229421.0,806321.0,312065.0,1595194.0,1252299.0,2090761.0,231141.0,97206.0,229516.0,13311.0,28349.0,2037537.0,698530.0,406280.0,543270.0,284499.0,353330.0,750430.0,1236928.0,709165.0,768128.0,1086483.0,1670980.0,2006861.0,1200211.0,240996.0,1345070.0,141108.0,267023.0
NY,3241007.0,8468734.0,6603199.0,3945470.0,13082649.0,9613582.0,16744908.0,1963378.0,476829.0,1250238.0,10776.0,405399.0,15238832.0,6738541.0,3724957.0,4505005.0,2272304.0,3364024.0,6386156.0,8761830.0,4684562.0,6462115.0,9586179.0,13314413.0,16127399.0,10456372.0,2304994.0,10559668.0,1208296.0,1933637.0
OH,2447673.0,6006897.0,4125911.0,2117995.0,8515102.0,6494585.0,11871432.0,1053873.0,33269.0,131580.0,5011.0,136984.0,11016020.0,3447581.0,2490639.0,2576722.0,1405708.0,1974851.0,4291644.0,6200558.0,3739030.0,4832954.0,5635780.0,8722171.0,10894423.0,6533338.0,1368411.0,7730335.0,660357.0,1177490.0
OK,851268.0,2045204.0,1386285.0,593578.0,2889569.0,2066385.0,3928988.0,265432.0,14673.0,71786.0,326316.0,19684.0,3658203.0,1153183.0,667001.0,784472.0,450415.0,565362.0,1375632.0,1961298.0,1216836.0,1561873.0,1824129.0,2649964.0,3610721.0,2246618.0,412369.0,2558040.0,200042.0,345688.0
OR,464697.0,1416944.0,876644.0,385391.0,1827882.0,1421795.0,2596822.0,28973.0,26521.0,66595.0,17536.0,30389.0,2413245.0,689250.0,449931.0,389604.0,265446.0,381405.0,708438.0,1073455.0,548015.0,881025.0,954028.0,1390467.0,2032655.0,1033648.0,258599.0,1389711.0,69611.0,162100.0
PA,2769550.0,7039612.0,4719722.0,2778274.0,10066961.0,7604584.0,13443179.0,1189736.0,98255.0,313022.0,5292.0,147675.0,12975500.0,3964930.0,3121382.0,3102312.0,1691640.0,2490067.0,4712619.0,7109702.0,3774471.0,5484133.0,6362382.0,10535980.0,12678955.0,7721274.0,1802588.0,8708392.0,752394.0,1572046.0
RI,204117.0,529893.0,366320.0,222103.0,783771.0,565550.0,1088964.0,37266.0,6493.0,54428.0,728.0,18067.0,1001724.0,288905.0,209145.0,219210.0,153403.0,189163.0,320512.0,498630.0,286746.0,445349.0,456317.0,728733.0,973408.0,547637.0,121203.0,646680.0,64931.0,96245.0
SC,998235.0,3054238.0,1972838.0,782206.0,3982791.0,2945790.0,5320969.0,937603.0,5691.0,33203.0,3249.0,43933.0,5391433.0,1126908.0,975296.0,1016460.0,566666.0,884677.0,1631590.0,2522146.0,1384345.0,1826254.0,2513597.0,4004566.0,5005600.0,2650233.0,568336.0,3266349.0,208824.0,499768.0
SD,148396.0,484903.0,322263.0,159847.0,662364.0,479032.0,879950.0,3315.0,678.0,3909.0,34446.0,5449.0,889543.0,210658.0,153531.0,127382.0,75031.0,139455.0,251529.0,378666.0,221728.0,299677.0,346981.0,541066.0,752219.0,389332.0,110851.0,474157.0,25129.0,48631.0
TN,1710981.0,4182492.0,2673173.0,1142369.0,5697152.0,4192827.0,7657740.0,826502.0,14852.0,48358.0,6402.0,46689.0,7282008.0,2295760.0,1460050.0,1559452.0,757890.0,1227997.0,2682663.0,4022569.0,2396962.0,3010959.0,3708257.0,5478809.0,7202242.0,4264418.0,791773.0,4977378.0,409588.0,732288.0
TX,3634378.0,10809847.0,7405602.0,3322874.0,14763291.0,10927762.0,18043529.0,2293882.0,266507.0,3218641.0,35379.0,122625.0,18563432.0,5655926.0,3695771.0,5089761.0,2309449.0,3205869.0,7410675.0,10869412.0,5456619.0,7644890.0,10175174.0,15154144.0,18703127.0,11551701.0,2626205.0,12819151.0,1054185.0,2236487.0
UT,219138.0,870793.0,594846.0,232075.0,1116443.0,876758.0,1571118.0,11142.0,11772.0,57350.0,7567.0,13924.0,1510184.0,261920.0,261102.0,242094.0,168696.0,213324.0,417632.0,671348.0,241694.0,579360.0,623557.0,813718.0,1251887.0,649051.0,162845.0,910069.0,44564.0,99554.0
VA,1325151.0,4498963.0,3191686.0,1485420.0,6201090.0,4472956.0,7984622.0,1430486.0,163452.0,130197.0,2903.0,98310.0,8270475.0,1827886.0,1689062.0,1744739.0,1040819.0,1489251.0,2655945.0,4096141.0,2137571.0,2886356.0,3938306.0,5981142.0,7640677.0,4133541.0,941294.0,5083704.0,343327.0,846402.0
VT,124996.0,325945.0,224249.0,108977.0,457359.0,345721.0,604453.0,3617.0,898.0,2533.0,442.0,8152.0,574722.0,212231.0,114706.0,91996.0,64624.0,94314.0,143609.0,236310.0,142512.0,236821.0,224144.0,313718.0,490913.0,283430.0,54531.0,340524.0,19672.0,36454.0
WA,953290.0,3065431.0,2155839.0,993281.0,4165532.0,3197326.0,5964561.0,155691.0,193323.0,174148.0,52481.0,97245.0,5518438.0,1490067.0,1106765.0,974559.0,615978.0,903590.0,1658813.0,2555674.0,1227166.0,1972975.0,2247012.0,3323752.0,4699060.0,2402473.0,604110.0,3076309.0,193150.0,429011.0
WI,1081918.0,2750073.0,1746634.0,903614.0,3810758.0,2823818.0,5057664.0,282007.0,28049.0,92337.0,21500.0,71257.0,4922493.0,1534254.0,954429.0,867922.0,604091.0,800328.0,1543431.0,2448424.0,1176750.0,1880819.0,2102632.0,3416574.0,4438114.0,2410758.0,594415.0,2940968.0,190493.0,344829.0
WV,563174.0,998370.0,641154.0,282555.0,1479922.0,1060261.0,1880398.0,52444.0,1527.0,6065.0,1092.0,6072.0,1703650.0,804123.0,390710.0,407194.0,240337.0,300373.0,728491.0,1074006.0,781212.0,900408.0,1052584.0,1598315.0,1870263.0,1236859.0,206549.0,1340350.0,109228.0,188551.0
WY,64487.0,237559.0,154974.0,64319.0,309857.0,228885.0,426547.0,1896.0,469.0,14196.0,3584.0,3209.0,417649.0,85771.0,61901.0,55643.0,27738.0,54082.0,101725.0,138321.0,101806.0,127307.0,142561.0,170248.0,310662.0,167820.0,37073.0,218262.0,9954.0,17690.0
